English Text,Hebrew Text,Sentiment
our maid saying this rahul keeps saying modi kalla yet goes and hugs him and winks magand idu bekagittu,העוזרת שלנו אומרת שרהול ממשיך לומר שמודי קאלה עדיין הולך ומחבק אותו ומקרץ מג ואידו בקגיטו,2.0
before 2014 hindustan has seen the worst for hindus own maj hindu rashtra who thrashed the rascal faces these anti indian politiciansantinationals urban naxals wait watch after modis win pakistan mein bhi hindu hona garv baat hogi✌,"לפני 2014 הינדיוסטאן ראה את הגרוע ביותר להינדיוס עצמו מג'ה הינדו פריפטרה שהתנגשו בנבל מול הפוליטיקאים האנטי-אינדיאניים האלה, נקסלים עירוניים, חכו רגע, חכו אחרי שמודיס ינצח את פקיסטן, ביהי הינדו הונגה גרב באאט הוגי.",1.0
use this beg for campaign ,השתמש בתחנונים האלה לקמפיין.,2.0
with welfare delivery gst ibc and feo place modi can exit psus 2nd term and use that money appoint more judges police forensic labs and fasttrack delivery justice education and healthcare citizens and invest defence india well,עם משלוחי סעד ג'י-אס-איי-בי-סי ומקום הפאו יכולים לצאת מהמונח השני ולהשתמש בכסף הזה למנות עוד מעבדות משפטיות של שופטים ומשלוח מהיר של חינוך משפטי ואזרחי בריאות ולהשקיע הגנה בהודו.,1.0
this the new india modi trying build with these leaders his party why have live with these deplorable characters ,זה מודי הודו החדש מנסה לבנות עם מנהיגים אלה מפלגתו למה לחיות עם הדמויות המצערות האלה,0.0
"overpromise and underdelivery – that pithy summary the economic outcome the last five years under approach the general election ौीाोै
","הבטחה מוגזמת ומתחת להגשה, שסיכום תמציתי התוצאה הכלכלית בחמש השנים האחרונות תחת התקרבות לבחירות הכלליות.",1.0
farmers’ welfare about 474 farmers get second installment from next month the centre announced the 75000crore scheme ,"רווחת החקלאים כ-474 חקלאים מקבלים תשלום שני בחודש הבא, המרכז הכריז על תוכנית 75000 קרונות",2.0
once again modi government modi govts efforts last years governance reforms have been institutionalise honesty way that every system and institution designed inculcate well inspire honesty,"פעם נוספת, מאמצים ממשלתיים מודי-גווט בשנים האחרונות, רפורמות שלטון היו כנות מוסדית, דרך שבה כל מערכת ומוסד תוכננו לעורר כנות,",2.0
slams makers biopic for deliberately using name the credit ,יוצרי טריקות ביוגרפיים על שימוש במכוון בשם האשראי,2.0
will these channels say modi also scared contests from two seats even propoganda needs little decency,האם הערוצים האלה יגידו שגם תחרויות מפחידות משני מושבים אפילו פרופוגנדה צריכה מעט הגינות,0.0
‘concierge’ for super rich makes unusual sight nirav modis hearing via ,קונסיירז'ה לסופר עשיר גורם לשמיעה בלתי רגילה של נירב מודיס באמצעות,1.0
’ confused who said that intellectuals should decide modi’ policies the question was which intellectuals sided with modi and similarly there’ those who’ disagree with his policies too where’ the question deciding anything,"□ מבולבלים מי אמר שהאינטלקטואלים צריכים להחליט על מדיניות מודיה, השאלה היא מי האינטלקטואלית מצדדת במודי, ובדומה לכך, גם אלה שאינם מסכימים עם המדיניות שלו, היכן השאלה מחליטה משהו.",0.0
asked learn from how treat minority well does want what did minor ,שאל ללמוד מאיך לטפל במיעוט טוב עושה רוצה מה עשה קטין,0.0
for new india can vote for shri narendra modi ,עבור הודו החדשה יכול להצביע לשרי נרנדרה מודי.,1.0
"
modi govts years are over just cheating people promises has impacted lot things from the economy the country brotherhood the nation ","שנים של מודי-גווטס חלפו, רק רמאות, הבטחות של אנשים השפיעו על הרבה דברים מכלכלה, האחווה הכפרית, האומה.",2.0
modi great his opponents generally are selfish idiots who keep attacking his governance skill modi doing great for 3040 yrs you tell what will you give oppo know after years modi rule that can wonders this stupid world created dishonest,בדרך כלל היריבים שלו הם אידיוטים אנוכיים שכל הזמן תוקפים את כישורי הממשל שלו. הם עושים עבודה נהדרת בשביל 3040 שנה. אתה אומר מה תיתן לאופו לדעת אחרי שנים חוק מודי שיכול להתפלא שהעולם המטופש הזה יצר חוסר יושר.,0.0
modi mother elected more khans would killed ,אמא מודי בחרה עוד קנים שהיו הורגים.,1.0
last time you paid loan some entrepreneurs named vijay maalya and nirav modi whose number this time please check next list,"בפעם האחרונה שלמת הלוואה לכמה יזמים בשם וי.ג'יי. מאליה וניראב מודי שהמספר שלהם הפעם, אנא בדוק את הרשימה הבאה.",2.0
kitna jalte tum modi your tweet shows your jealousy towards our great prime minister modi ,"קיטנה ג'לטה טאם מודי, הציוץ שלך מראה את הקנאה שלך כלפי ראש הממשלה הדגול שלנו, מודי.",1.0
mad sandip singh have some sense javed akhtar could have called narendra modi producer sandip ssingh credit row entertainment news the indian express ,"לסנדיפ סינג המטורף יש קצת שכל, לאכטר היה יכול לקרוא ""נרנדרה מודי, מפיק ""סנדי סינג'ה,"" חדשות בידור בשורת האשראי, ""האינדיאני אקספרס,""",0.0
congress fed biryani terrorists modi government fed them bullets and bombs yogi adityanath ,"הקונגרס האכיל מחבלים בביריאני, ממשלת מודי, האכילה אותם בכדורים ובפצצות יוגי אדיטיאנט.",2.0
open your eyes not see any critic modi cong exculding these mongers there vast indai like called bharat modis concern security praise worthy but his autocratic norm denying each and every allegation like kimjong its painful sorrowful too regards,"פקחו את עיניכם, אל תראו שום מבקר, מודי קונג מוציא את הסוחרים האלה משם, ללא רבב, כמו בשם בהארט מודיס, מהלל דאגה, ראוי, אבל הנורמה האוטוקרטית שלו, מכחישה כל טענה, כמו קימג'ונג, צערה הכואב, גם כן.",0.0
requesting all stop using services they are giving favor big people like vijay malya nivav modi and taking money from all like nonscene charges,מבקש להפסיק להשתמש בשירותים הם נותנים טובה לאנשים גדולים כמו וי.ג'יי. מאליה ניב מודי ולוקחים כסף מכל אשמה שאינה זירה,2.0
this face doesn’ haunt you condemn the abduction girls but they’ alive and wel also recorded message still our personally ordered action unlike modi who treats muslims just vote bank,"הפנים האלה לא רודפים אותך לגנות את החטיפות, אבל הן בחיים, והן גם מקליטות את המסר שלנו, פעולה אישית, בניגוד למודי שמתייחס למוסלמים, פשוט תצביעו בבנק.",1.0
dont forget petrol prices have risen ₹ modi government when gulf prices were going down ाेशबचा ,אל תשכחו שמחירי הדלק עלו במודי הממשלה כשמחירי המפרץ ירדו.,0.0
thought petta was the most antibjp movie recent times  ,חשבתי שפטה הוא הסרט הכי אנטי-בי-ג'י-פי בזמן האחרון.,1.0
superbly summarizedjai hind vande mataramagain modi sarkar ,סיכמתי בצורה נפלאה את ההינדית ונדה מטארהם שוב מודי סרקר,1.0
"country prospers when the women the country are leading the forefront are supported every endeavour their lives modi govt focussed policies where women have been enabled with the power empower themselves and the nation
via namo app","המדינה משגשגת כשהנשים במדינה מובילות את החזית, נתמכות בכל מאמץ בחיים שלהן, מדיניות מרוכזת, שבה נשים הוכנעו עם הכוח להעצים את עצמן ואת האומה באמצעות אפליקציית נמו.",2.0
yogi adityanath hold 100 rallies seek votes for narendra modi amit shah ,"""יוגי אדיטינת' מחזיקים 100 עצרת, ""מחפשים קולות עבור נרנדרה מודי אמיט שאה,",2.0
why limited here are other prefixes for twitter that perhaps more accurately capture the state the citizens ,מדוע מוגבלות כאן הן קידומות אחרות לטוויטר שאולי יותר מדויקות ללכוד את המדינה האזרחים,1.0
people india are fed the incompetency modi govt their blatant misuse power rampant corruption misgovernance and overt lies have damaged the country,"אנשים בהודו מקבלים מזון מהאי-כשירות המודי-גווט, כוח השימוש הבוטה שלהם בשחיתות משתוללת, התנהגות פסולה ושקרים גלויים פגעו במדינה.",0.0
according nomination papers irani who destroyed career and life remember modi made her education minister via feeds ,על פי מסמכי המועמדות האיראני שהרסה את הקריירה והחיים זוכרים שמודי הפכה את שר החינוך שלה להזנות,2.0
modi left his year old wife and returned her rss walay sab gay hain ,מודי עזבה את אשתו בת השנה והחזירה לה גב' וואליי סאב גיי היין,1.0
whoa has any other actor made such strong supportive statement for modi ,וואו יש כל שחקן אחר עשה הצהרה תומכת כל כך חזקה למודי,1.0
dont judge modi and his band fake chowkidhars who are bloodthirsty and hate mongers they have talibanized the indian mindsets ,"אל תשפוט את מודי והלהקה המזויפת שלו, אוכלי אוכל צמאי דם ושונאים, הם הפכו את דפוסי החשיבה ההודיים לטליבאניים.",0.0
"funny after dowing two planes endian air chief was replaced and after detection every endian sub near pakistani waters admiral replaced 
modi should look mirror and look for replacement becoming our agent like adnan sami destroying endia from within ","מצחיק אחרי שהחליפו שני מטוסים, מפקד האוויר האנדיאני, ואחרי שזיהינו כל צוללת אנדיאנית ליד פקיסטאני, אדמירל המים החליף את מודי, הוא צריך להסתכל במראה ולחפש מחליף שיהפוך לסוכן שלנו, כמו אדנאן סאמי, הורס את אנדיה מבפנים.",1.0
why this election looking like modi versus nothing swarajya ,למה הבחירות האלה נראות כמו מודי לעומת שום דבר סוואראג'יה,2.0
the first term prime minister won promise but the second term will have won performance not even narendra modi exception this,"הקדנציה הראשונה של ראש הממשלה זכתה בהבטחה, אך הקדנציה השנייה תזכה בביצועים, אפילו לא בנאנדרה מודי.",1.0
hey have already pledged support for modi you also believe him use this link pledge your vote ,"היי, כבר התחייבתי לתמוך במודי. אתה גם מאמין שהוא משתמש בקישור הזה כדי להבטיח את הקול שלך.",2.0
the name throwing out modi rule the task independent communist assertion abandoned will lead liquidation the movement,השם שמשליך את מודי שולט במשימה טענה קומוניסטית עצמאית שננטשה תוביל לפירוק התנועה,2.0
only modi this time,רק מודי הפעם.,2.0
next song sung ,השיר הבא שר,2.0
hurrah welcome for chinook multi role helicopter really proud modi for right steps make strong nation urge people walk matching disciplined steps like fauji with modi for development and flying indian tiranga all our planets,ברוכים הבאים למסוק צ'ינוק רב תפקידים גאה מאוד בצעדים הנכונים גורם לאומה חזקה להאיץ באנשים ללכת בצעדים ממושמעים כמו פאג'י עם מודי לפיתוח וטיסות טיראנגה ההודית כל כוכבי הלכת שלנו,1.0
only narendra modiji vote kar narendra modi appeals everyone during tweetstorm via ,"רק נרנדרה מודיג'י מצביעה לקאר נרנדרה מודי ערעורים לכולם במהלך ""טוויטר סטורם"" דרך",2.0
proud our priminister modi,גאה במודי הבכיר שלנו.,1.0
what about halala whr whole family fucks poor woman den physically and mentally handicap kids are born out due genetic depression dont worry abt progress through time think abt religion still 7th century mindset,"מה לגבי הלהלה שכל המשפחה מזדיינת עם אישה מסכנה, שמשתדלת פיזית ומנטלית, ילדים שנולדים מתוך דיכאון גנטי, לא דואגים להתקדמות בזמן, חושבים שהדת עדיין חושבת על חשיבה של המאה השביעית.",0.0
when will see your tweet for justice for you are blind fear modi rss bjp,"מתי תראה את הציוץ שלך לצדק, כי אתה פוחד פחד עיוור.",0.0
will see more such attacks hindus modi supporters ,יראה עוד התקפות כאלה תומכים בהינדיוס מודי,1.0
are rajput and will not vote for modi the cheapest india,"הם ראג'פוטים ולא יצביעו למודי, ההודו הזול ביותר.",2.0
vote for modi only ,הצביעו למודי בלבד.,2.0
thats modi magic ghochu,זה מודי גוצ'ו קסום.,1.0
modi will endup mad manlike hitler mussolini pinochet nero stalin,מודי יהיה בסופו של אדם מטורף כמו היטלר מוסוליני פינוצ'ט נירו סטלין,0.0
obc pass general log pass rrb rpf constable cut off 2019 anusaryr modi hatao,"שוטר אר-אר-פי חתך את 2019, נוסיר מודי האטאו.",1.0
modi teli obc because his upbringing and mindset can chowkidar had there been his kids they too would have become chowkidar gatekeeper,מודי טלי אובק כי החינוך שלו והחשיבה שלו יכולים לצ'וקידר אם היו הילדים שלו הם גם היו הופכים לשומרי הסף של צ'וקידר,2.0
"dear modi please through uploa ded link posted doordarshan india youtube about holi celebration from santiniketan
","מודי היקרה, בבקשה דרך קישור אופולואה די.די. פורסם ""דלתדרשן אינדיה יוטיוב"" על חגיגה הולית מסנטניקטן.",2.0
voting for non bjp parties would take country into forever underdeveloped these corrupt would forever spoil future next gen vote for modi alone ,"הצבעה ללא מסיבות בי-ג'יי-פי תיקח את המדינה לעולם לא מפותחת, המושחתים האלה יקלקלו לנצח את ההצבעה העתידית של הדור הבא למודי בלבד.",0.0
malnutrition india and constituencies among worst affected mallikarjun kharge’ gulbarga fared worst malnutrition indicators among highprofile constituencies thiruvananthapuram best ,"תת-תזונה הודו ובוחרים בקרב הבוחרים הגרועים ביותר שנשפעו ממליקרג'ון קהרג'ה גולברגה הצמיחו אינדיקטורים תת-תזונה גרועים ביותר בקרב הבוחרים הבוחרים, ת'ירוונתפורם הטוב ביותר",0.0
seems delirious can understand summer hai oopar election bhi modi will act against lynchers  saal kahan the bhaisaab ,"נראה שההזיות יכולות להבין את הבחירות של האי-אופר בקיץ, בהי-מודי יפעלו נגד לינצ'ים, סאל קהאן הבאיסאב.",2.0
your called comparison modi with imran clearly displays the quality raajdarbaree ness you,ההשוואה שלך עם אימראן מציגה בבירור את איכות הראג'דארברי שלך.,1.0
india needs leader like rahul gandhi not liar like narendra modi ,"הודו זקוקה למנהיג כמו רהול גנדי, לא שקרן כמו נרנדרה מודי.",2.0
now its turn just care about your country your minorities pakistan not modis india ,עכשיו תורו רק אכפת המדינה שלך המיעוטים שלך פקיסטאן לא מודיס הודו,2.0
"documents reveal modi and javadekars war indias environment
controversial amendments environmental laws and procedures were sought ","מסמכים חושפים שמודי וג'בדקארס, מלחמת הודו, סביבה שנויה במחלוקת, תיקונים בחוקי הסביבה ובהליכים, נתבקשו.",1.0
all chor thug scamsters corrupts trying stop modi resume their business corruption,"כל הרמאים הבריונים, משחיתים אנשים שמנסים לעצור את מודי, ממשיכים בשחיתות העסקית שלהם.",2.0
tshirt problem the writing modi there thing called election campaign which every party does their own way ,החולצה בעייתית. דבר הכתיבה שם שנקרא קמפיין בחירות שכל מפלגה עושה את דרכה שלה.,1.0
congress time what modi has says now also same thing destroyed indian institution same congress point both are using ,זמן הקונגרס מה שיש למודי אומר עכשיו גם אותו הדבר הרס מוסד אינדיאני אותה נקודת קונגרס שניהם משתמשים,2.0
all nationalists support modi,כל הלאומנים תומכים במודי.,2.0
are baap baap every one tell gandhi family rich modi family rich,כל אחד מהם אומר למשפחת גנדי שמשפחת מודי עשירה עשירה.,1.0
yawnn tell this drunkard then that modi also guarding her mother brother herself and her husband,"פיהוקים מספרים לשיכור הזה, ואז גם אמא שלה שומרת על אחיה ועל בעלה.",2.0
like your way thinking but really just simple that women have rights because there are female deities,כמו דרך החשיבה שלך אבל באמת פשוט שלנשים יש זכויות כי יש אלים נשיים,1.0
‘this election fight for the soul india’ ,הבחירות האלה נלחמות עבור הנפש בהודו.,2.0
have all these qualities modi and more strong leadership,יש את כל התכונות האלה מודי ומנהיגות חזקה יותר,1.0
song ,שיר,2.0
modi urges noted personalities spread voter awareness ,מודי קורא לאישויות ידועות להפיץ מודעות לבוחרים,2.0
"youth will vote for modi all friends are youths
all will vote for modi",הצעירים יצביעו למודי כל החברים הם צעירים כולם יצביעו למודי,2.0
travesty modi’ crook facts can’ suppressedreality comes out speak for itself ,עובדות נוכלות מגוחכות יכולות להדחיק את המציאות יוצאת לדבר בעד עצמה,2.0
years ago our beloved took oath take all the corrupted ministers and make india great guess what just did now all the anti indians are jealous and scared because going reelected soon modi will always win the best,"לפני שנים רבות, אהובינו נשבע לקחת את כל השרים המושחתים ולהפוך את הודו לגדולה, נחש מה עשה עכשיו, כל האנטי-אינדיאנים מקנאים ומפוחדים, כי אם יבחרו מחדש בקרוב, מודי תמיד ינצח את הטוב ביותר.",1.0
under modi there such thing cabinet system governance just barks orders and thats ,"תחת מצב כזה, מערכת הקבינט שולטת בפקודות.",2.0
"sir think more than name yogi seems reminded his utterences like doing boti boti modi
this type language definitely terrorist ","אדוני, אני חושב שיותר מהשם יוגי הזכיר את דבריו כמו לעשות בוטי בוטי מודי בשפה מהסוג הזה בהחלט טרוריסטית.",1.0
takes look whether the leaders bjp and congress will venture south how crony capitalism still thrives and meet candidate who promising households ten litres brandy every month via ,"תראו אם המנהיגים בי.ג'יי.פי וקונגרס יסתכנו בדרום, איך הקפיטליזם הקרוני עדיין משגשג ופוגשים מועמד שמבטיח לבני-בית עשרה ליטרים ברנדי בכל חודש.",1.0
"dear thanks for the appreciation
definitely win the 2019 election serve the nation congress free ","תודה רבה על ההערכה, בהחלט זכיתי בבחירות 2019, לשרת את הקונגרס החופשי.",1.0
ा िु ी ीं ै look our faces don’ you see the courage and grit face our father modi ,אתה רואה את האומץ ואת האומץ להתמודד מול אבינו?,2.0
vote for modi ,הצביעו למודי.,2.0
yes want again modi sarkar,"כן, אני רוצה שוב את מודי סרקר.",2.0
final days modi government adani project jharkhand becomes indias first power sector sez this will help adani save billion annually excellent story ,בימים האחרונים מודי הממשלה פרויקט ג'ארקהנד הופך להודיה מגזר הכוח הראשון זה יעזור לאדני להציל מיליארד שנה סיפור מצוין,1.0
luv this its awesomemodi chai rocks,אני אוהב את הצ'אי המדהים הזה.,2.0
east west modi best,הכי טוב מזרח מערב מודי,1.0
and will made write about how muslim women are empowered wearing hijab burqa nikah halala child marriage and how gods job please the husband modi hatred making them lose the larger perspective,ויכתב על איך נשים מוסלמיות מועצמות לובשות חיח'אב בורקה האלקה הלהלה נישואים לילדים ואיך עבודת האלים לרצות את השנאה המודי הבעל עושה להם לאבד את הפרספקטיבה הגדולה יותר,2.0
when someone asks random question economy schemesyojanas adaniambani modi dhruv tatti ,"כשמישהו שואל שאלות אקראיות, מזימות כלכליות, אדאניאמבני, מודי דרוט, טאטי.",0.0
ghanta better bring some good leaders are fed with bjp but when see rahul gandhi then think modi much better choice,"כדאי שגאנטה יביא כמה מנהיגים טובים שיאכילו אותם בבי-ג'יי-פי, אבל כשתראה את רהול גנדי, אז תחשוב על בחירה הרבה יותר טובה.",1.0
demon calls narendra modi demon the definitely more than just human being demi god,שד קורא לננדרה שד מודי בהחלט יותר מסתם בן אדם אלוהים,1.0
think hindus should back off and let them suffer for their own miseries they live dieget rapedshould not our problem unless someone asks for help when they are quite with such repressive actsy should hindus bother about them let them rot say,לחשוב שהינדוס צריך לסגת ולתת להם לסבול בגלל הצרות שלהם הם חיים למות נאנס לא צריך הבעיה שלנו אלא אם כן מישהו מבקש עזרה כאשר הם די עם מעשים מדכאים כזה צריך הינדית לטרוח עליהם לתת להם להירקב לומר,1.0
"professors and researchers from jnu bhu launch academics for namo campaign support modi
",פרופסורים וחוקרים מג'נו בו משגרים אקדמאים לקמפיין של נאמו תומכים במודי.,2.0
narendra modi more brainy than all the drswamys the world put together modi also dharmic and has humane heart something one wishes swamy shall have someday the line that divides chanakya and shakuni dharma modi chanakya and chowkidar but drswamy,נרנדרה מודי חכמה יותר מכל הדרסוואמיים שהעולם הרכיב יחד גם מודי דהארמיק ויש לו לב אנושי משהו שאחד רוצה שלסווי יהיה יום אחד את הקו שמפריד בין צ'אנקיה ושאקיני דהארמה מודי צ'אנקיה וצ'וקידר אבל דרסוואמי,1.0
per affidavits 2004 chowkidar smriti was graduate then 2017 she become just 12th grade pass may given back avoid over qualification what chowkidar modis education now degree entire political science still with him given back ,"לכל תצהירים לשנת 2004, צ'וקידר סמירטי סיימה את לימודיה, ואז 2017 היא הפכה להיות רק כיתה י""ב, אולי תימנע מלהכיר את החינוך של צ'אוקידר מודיס, עכשיו תואר במדעי המדינה, עדיין ניתן לו בחזרה.",2.0
"indias rank the world happiness index out 159 countries the modi years
2013 rank 111
2014 rank 118
2017 rank 122
2018 rank 133
2019 rank 140 ","הודו מדורגת את מדד האושר העולמי ב-159 מדינות, שנת 2013, דרגה 111, 2017, דרגה 118, דרגה 122, 2018, דרגה 133, 2019, דרגה 140.",0.0
yes nincompoop just nazi bjp politicising balakot raids test have stopped terror raids our citizens maam how educated person like nirmala live with gross brazen corruption lynchings your party cadre lies from modi shah every day ,"כן, נימפופה נאצית, בי.ג'י.פי פוליטיזציה, פשיטות בלקו מונעות מפשיטות טרור, האזרחים שלנו, גברתי, איך אדם משכיל כמו נירמלה חי עם שחיתות גסה, לינץ' המפלגה שלך משקר ממודי שאה בכל יום.",1.0
the big five the media companies that the modi government must scrutinise fulfill its promise ending crony capitalism ,חמשת הגדולים שחברות התקשורת שהממשל המודי חייב לבחון צריכים לקיים את ההבטחה שלה סיום קפיטליזם קרוני,2.0
knew earlier itself  they had taken this photo from modis rally ,הוא ידע מוקדם יותר שהם צילמו את התמונה הזו מהעצרת.,2.0
"also tharoor can add additional challenge clause self satisfaction rat against lion
that modi must win more votes than tharoor the ward where tharoor residing 2014 was kejri with similar challenge and kejri lost varanasi modi for lakhs votes","גם ת'ארור יכול להוסיף אתגר נוסף, סעיף שביעות רצון עצמית, עכברוש נגד אריה, שמודי חייב לזכות ביותר קולות מהמחלקה שבה ת'ורור גר ב-2014, היה קג'רי עם אתגר דומה, וקג'רי הפסיד את וארנסי מודי עבור קולות לאקים.",1.0
after jordan india the worlds most intolerant country you ever feel any shame shushma and modi  ,"אחרי ג'ורדן הודו, המדינה הכי לא סובלנית בעולם, אתה מרגיש אי פעם בושה, שקט ומודי.",1.0
also chowkidar our torchbearer chowkidar modi ,"כמו כן, צ'וקידר, נושא הלפידים שלנו, מצב רוח של צ'וקידר.",2.0
can’ distinguish between bagga and modi these days both are selling shirts,אפשר להבחין בין באגה למודי בימים אלה שניהם מוכרים חולצות,2.0
seems have more confidence modi than usual bhakts ,נראה שיש יותר ביטחון עצמי מבאקט הרגיל.,1.0
the country needs this fascist modi cant allowed continue loot indians need govt under that will work for common man,"המדינה צריכה את ה""מודי"" הפשיסט הזה, מותר להמשיך לבזוז אינדיאנים, שיעבדו עבור אדם פשוט.",0.0
india prime ministerconfirm modi exchanged greetings with imran congress abp news ,ראש ממשלת הודו אישר שמודי החליף ברכות עם חדשות הקונגרס של אימראן.,2.0
good read ,קריאה טובה.,1.0
friends dont waste time tts can convince more neutral voters vote for bjpmodi the same time instead,"חברים לא מבזבזים זמן, זה יכול לשכנע יותר מצביעים נייטרליים להצביע לבי.ג'יי.פי.מודי באותו הזמן.",1.0
dont want pappu run our nation want leader like modi ✌️,"לא רוצה שפאפו ינהל את האומה שלנו, רוצה מנהיג כמו מודי.",2.0
wish modi too wins with land sliding victory india,"הלוואי שמודי גם ינצח עם אדמה מחליקה, ניצחון הודו.",1.0
renee  absolutely right about ndtv everything truth which have written about also like zee news coz whatever shows shows fact wont false say ndtv antimodi chennai  jai hind jai bharat ,"רנה צודקת לחלוטין לגבי כל מה שכתבו עליו, כמו גם חדשות זי, כי כל מה שמראה עובדות שקריות, אומר אנטי-מודי, צ'נאי, ג'אי, ג'אי בהארט.",0.0
shameful national conference leader calls narendra modi quotterroristquot all those who have links with hafeez sayeed and pakistan will call terrorist,מנהיג הועידה הלאומי המביש קורא לנאנדרה מודי קווטטרויטרית לכל מי שיש לו קשרים עם חפייז סעיד ופאקיסטן יתקשרו לטרור,2.0
youtube video you might like modi and bangladeshi jointly unveil several projects bangladesh,יוטיוב וידאו אולי תרצה מודי ובנגלדשי לחשוף משותף כמה פרויקטים בנגלדש,2.0
across the aisle want managers not just watchmen the indian express via ,"מעבר למעבר רוצים מנהלים, לא רק צופים, ההודי אקספרס, דרך...",2.0
bjps election rally modi west meerut march ,בי.ג'י.פי. אסיפת בחירות מודי ווסט מרוט מרץ.,2.0
incompatible with life patients struggle with modi governments policy nutrition ,לא מתאים למטופלים שחיים נאבקים בתזונה מדיניותית של ממשלות מודי.,2.0
agree with arun kumarsushil modi and nitish harmful for swarn,מסכים עם אראן קומארסושיל מודי וניטיש מזיק לסוואן,2.0
ratan tata lavishes praise narendra modi says will deliver new india ,רטאן טטה מרעיף שבחים נרנדרה מודי אומר שיספק הודו חדשה,1.0
