English Text,Hebrew Text,Sentiment
one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign ,"קול אחד יכול לעשות את כל ההבדל, אניל קאפור עונה לבחירות 2019, שיחת ההבהרה תתמוך במסע הבחירות של קאר.",2.0
one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his campaign ,"קול אחד יכול לעשות את כל ההבדל, אניל קאפור עונה לבחירות 2019, שיחת ה""קלאריון"" תתמוך במסע הבחירות שלו.",2.0
vote such party and leadershipwho can take fast and firm action none other than narendra damodardas modi and bjp party ,להצביע מפלגה כזו ומנהיגות מי יכול לקחת פעולה מהירה ומוצקה לא אחר מאשר Narendra דמודארדס modi ומפלגת BJP,0.0
vote modi who has not created jobs,קול מודי שלא יצר עבודות.,2.0
through our vote ensure govt need and deserve anupam kher responds modis appeal for the 2019 elections ,באמצעות ההצבעה שלנו להבטיח צורך Govt ומגיע לי anupam Kher מגיב ערעור modis ל2019 בחירות,2.0
"dont play with the words was talking about the modi swamy relation guru saying what good and chowkidar protecting the good mind you tweeted dark side terrorism there any brighter side you better know there any
",אל תשחק עם המילים דיבר על גורו יחסי modi סוואמי אומר מה טוב וצ'וקידר מגן על המוח הטוב אתה צייץ טרור צד אפל יש כל צד בהיר יותר אתה יודע טוב יותר שיש כל,1.0
didn’ write chowkidar does mean ’ anti modi try visit the plz not all who haven’ used are anti ,"לא כתבתי צ'וקידר, זה אומר שאנטי מודי מנסה לבקר את הפלז, לא כל מי שהשתמש בהם הוא אנטי.",0.0
was the one who recently said that people who vote against modi are anti national that put gen hooda all congress supporters and those jawans who not support modi anti national what great things did you hear about him,היה זה שאמר לאחרונה שאנשים שמצביעים נגד מודי הם אנטי לאומיים ששמים את כל תומכי הקונגרס והלסנאים האלה שלא תומכים במודי אנטי לאומיים איזה דברים גדולים שמעת עליו,1.0
with firm belief the leadership shri narendra modi bjp entering into politics given form file nomination for the khammam parliamentary seat proceeding khammam today ,עם אמונה מוצקה מנהיגות שרי Narendra modi bjp נכנס לפוליטיקה נתון מינוי קובץ טופס למושב הפרלמנט של Khamam פרלמנטרי הליך khammam היום,0.0
crush jaws those who shoutmodimodi says jds mla this inciting murder,למחוץ לסתות אלה שצועקים modimodi אומר jds mla זה מסית רצח,2.0
sultanpur uttar pradesh loksabha candidate select pawan kumar pandey actually public want given vote modi but your current condidate not popular district your candidate bsp candidate sonbhadra singh,"סולטנפור אוטר פרקאש לוקסאבה המועמד בוחר בפאפן קומאר פנדיי, למעשה, בפומבי, רוצה לקבל זכות הצבעה, אבל המועמד הנוכחי שלך, לא מחוז פופולרי, המועמד שלך, סונבהדרה סינג.",0.0
thiugh nehru not alive but still alive heart modi for every failure nehru responsible ,אתה לא חי אבל עדיין חי לב modi לכל כישלון Nehru אחראי,0.0
"
development has become mass movement under modi govt with economic social and political empowerment life one and all has witnessed positive paradigm shift this new india",הפיתוח הפך לתנועה המונית תחת מודי גווט עם העצמה כלכלית חברתית ופוליטית חיים אחד וכולם היו עדים לשינוי חיובי הפרדיגמה החדשה,1.0
has already taken notice and ordered probe now time for modi take notice muslim family being harassed beaten recently extremist hindus and was suggested leave india move pakistan,כבר שמתי לב והורו לגשושית עכשיו זמן עבור modi לשים לב משפחה מוסלמית שהוטרדה הוכתה לאחרונה הינדוס קיצוני והציע לעזוב את הודו להעביר פקיסטאן,2.0
was waiting for this modi will also talk about varanasi,חיכיתי למודי הזה גם ידבר על וראנסי.,2.0
according yogi imran masood kin azhar masood according this logic nirav modi lalit modi and narendra modi are brothers from the same mother,"על פי יוגי אימראן מסעוד, קרוב משפחה אזהר מסעוד, לפי ההיגיון הזה, נירב מודי להליט ונאנדרה מודי הם אחים מאותה אמא.",2.0
agree but only during the tenure modiganga rejuvenation works have started working,מסכים אבל רק במהלך עבודות התחדשות של מודיגנגה החלו לעבוד,2.0
the three codes modi cracked give india huge foreign policy jumpstart via ,שלושת הקודים Modi סדוק לתת הודו ענק מדיניות חוץ להתניע באמצעות,1.0
through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections ,באמצעות ההצבעה שלנו להבטיח צורך Govt ומגיע לי anupam Kher מגיב ערעור modis קאר עבור 2019 בחירות,2.0
"modi govts slashing indias education budget clear indicator that they dont care for indias future
congress president shri the other hand has ensured the increase the budget gdp
this the future india deserves ",MODI GOVTs חיתוך תקציב החינוך בהודו אינדיאס אינדיאקציה ברורה כי הם לא אכפת לIndias נשיא קונגרס בעתיד שרי בעתיד היד השנייה הבטיחה את הגדלת התקציב gdp זה הודו העתיד ראויה,0.0
being born religion where female deities worshipped its misogynistic sadistic tradition and totally against point isits man made tradition and not written one not religious lunatic support own religion its repressive,נולד דת שבו אלים נשיים סגדו למסורת הסדיסטית שנאת הנשים שלה ולגמרי נגד נקודה הוא האיש עשה מסורת ולא כתב אחד לא מטורף דתי לתמוך בדת שלה המדכאת,1.0
how such people are being made amazedn fear that frustation him may not result vote against sir waste ministerdisgrace entire modi cabinet ,עד כמה אנשים כאלה נדהמים מהפחד שפורסטציה שלו עלולה לא לגרום להצבעה נגד אדוני שר הפסולת בכל הקבינט.,0.0
only modi ,MODI בלבד,2.0
check out latest article premier archery league via ,בדוק את המאמר האחרון ליגת חץ וקשת בראש באמצעות,1.0
india second most optimistic globally about executive job growth shows the survey indias senior executives said that they are optimistic about the growth the number job roles this year ,הודו השנייה הכי אופטימית בעולם בנוגע לצמיחת עבודה ניהולית מראה שהסקר בהודו מנהלי בכירים אמרו שהם אופטימיים לגבי הצמיחה,1.0
people wish your vision india and least interested about your personal enmity with modi others its your personal problem handle this personally and dont expect nation will join your dirty fight with others tell why vote ,אנשים מאחלים לחזון שלך אינדיה ולפחות מעוניין על האיבה האישית שלך עם modi אחרים הבעיה האישית שלך להתמודד עם זה באופן אישי ואל תצפה אומה תצטרף המאבק המלוכלך שלך עם אחרים לספר למה להצביע,0.0
modi for eternal what wrong dear sirji perfectly fine with indian people,מודי לנצח מה לא בסדר סירג'י היקר בסדר גמור עם אינדיאנים,0.0
impressive godrej tata complimenting our hoping gets second term ,Godrej tata מרשים מחמיא התקווה שלנו מקבלת כהונה שנייה,1.0
our maid saying this rahul keeps saying modi kalla yet goes and hugs him and winks magand idu bekagittu,העוזרת שלנו אומרת שרהול ממשיך לומר שמודי קאלה עדיין הולך ומחבק אותו ומקרץ מג ואידו בקגיטו,2.0
please vote for modi congress trying divide india,אנא הצביעו לקונגרס modi מנסה לחלק הודו,2.0
yes good job highly insensitivearrogant incompetent ploar needs defeated any costnobody knows why made such arrogant person minister gave tickethe out touch with grounddespite 3months upsc protests nvr met ,כן עבודה טובה מאוד חסר רגישות לא יוצלחים צריך ניצח כל עלות אף אחד יודע למה עשה אדם יהיר כזה שר נתן לו קשר עם קרקע למרות 3 חודשים למעלה מחאות נפגשו nvr,1.0
before 2014 hindustan has seen the worst for hindus own maj hindu rashtra who thrashed the rascal faces these anti indian politiciansantinationals urban naxals wait watch after modis win pakistan mein bhi hindu hona garv baat hogi✌,"לפני 2014 הינדיוסטאן ראה את הגרוע ביותר להינדיוס עצמו מג'ה הינדו פריפטרה שהתנגשו בנבל מול הפוליטיקאים האנטי-אינדיאניים האלה, נקסלים עירוניים, חכו רגע, חכו אחרי שמודיס ינצח את פקיסטן, ביהי הינדו הונגה גרב באאט הוגי.",1.0
higher voting turnout directly proportional bjp victory wonder modi has launched campaigns like dont sit home ensure everyone your friends family relatives votes its now never for ,קולות גבוהים יותר מצביעים באופן ישיר נצחון BJP פלא modi השיק קמפיינים כמו לא לשבת בבית להבטיח לכולם החברים שלך קרובי משפחה מצביעים שלה עכשיו אף פעם לא עבור,1.0
"modi govt has done remarkable job making corruption free india ultimate success shall achieved when corrupt are jailed modi govts vision corruptionfree india ensuring that all those who looted the country are now facing the law
via namo app",MODI Govt עשה עבודה יוצאת דופן מה שהופך את השחיתות בחינם הודו הצלחה האולטימטיבית תושג כאשר מושחתים מודי Govts חזון שחיתות ללא הודו מבטיח שכל מי שבזז את המדינה עכשיו מול החוק באמצעות אפליקציית נאמו,1.0
use this beg for campaign ,השתמש בתחנונים האלה לקמפיין.,2.0
with welfare delivery gst ibc and feo place modi can exit psus 2nd term and use that money appoint more judges police forensic labs and fasttrack delivery justice education and healthcare citizens and invest defence india well,עם משלוחי סעד ג'י-אס-איי-בי-סי ומקום הפאו יכולים לצאת מהמונח השני ולהשתמש בכסף הזה למנות עוד מעבדות משפטיות של שופטים ומשלוח מהיר של חינוך משפטי ואזרחי בריאות ולהשקיע הגנה בהודו.,1.0
this the new india modi trying build with these leaders his party why have live with these deplorable characters ,זה מודי הודו החדש מנסה לבנות עם מנהיגים אלה מפלגתו למה לחיות עם הדמויות המצערות האלה,0.0
"overpromise and underdelivery – that pithy summary the economic outcome the last five years under approach the general election ौीाोै
","הבטחה מוגזמת ומתחת להגשה, שסיכום תמציתי התוצאה הכלכלית בחמש השנים האחרונות תחת התקרבות לבחירות הכלליות.",1.0
not just healing touch india need surgery remove the cancer spread modi and rss,לא רק ריפוי מגע הודו צריך ניתוח להסיר את הסרטן התפשטות modi וRs,2.0
farmers’ welfare about 474 farmers get second installment from next month the centre announced the 75000crore scheme ,"רווחת החקלאים כ-474 חקלאים מקבלים תשלום שני בחודש הבא, המרכז הכריז על תוכנית 75000 קרונות",2.0
mistry man not then why drag modi the nri followers this the man wrong action should taken against him for spreading hatred please don’ have agenda condemning criminal activities sir fyi please,איש ערפילי לא אז למה לגרור modi חסידי Nri זה האיש מעשה שגוי צריך לקחת נגדו להפצת שנאה בבקשה דון יש אג'נדה גינון פעולות פליליות סר לידיעתך בבקשה,0.0
think you forgot dollar india handled exceptionally well and one the diplomatic shrewdness and achievement why you always undermine modi government you are always prone criticise even without considering other aspects,חושב ששכחת דולר הודו טיפלה בצורה יוצאת דופן ואחד הפיקחות הדיפלומטית וההישגים למה אתה תמיד לערער ממשלת modi אתה תמיד נוטה ביקורת גם בלי לשקול היבטים אחרים,1.0
entrepreneurs are rising india after modi govt created system for them took care their tax concerns and created infra for them incubate well never happened congress you guys just want power sit and shit its simple for you,יזמים עולים הודו לאחר MODI GOVT יצר מערכת עבורם טיפלו בדאגות המס שלהם ויצרו אינפרה עבורם הדגירה גם לא קרה קונגרס אתם רק רוצים כוח לשבת ומחרבן פשוט בשבילך,0.0
nothing else its modi phobia,שום דבר אחר שלו modi פוביה,2.0
itna fark  ,ncamerica. kgm,2.0
once again modi government modi govts efforts last years governance reforms have been institutionalise honesty way that every system and institution designed inculcate well inspire honesty,"פעם נוספת, מאמצים ממשלתיים מודי-גווט בשנים האחרונות, רפורמות שלטון היו כנות מוסדית, דרך שבה כל מערכת ומוסד תוכננו לעורר כנות,",2.0
"all are with you sir namo again jai hind jai modi
muje puri bharat janta par vishwas hai sir aap hamre prime minister honge for our future our country future you must our prime minister again and again bjp",כולם איתך אדוני נאמו שוב ג'אי הג'אי ג'אי מודי מוג'י פורי בהארט ג'אנטה par vishwaswas Hai אדוני aap Hamp ראש הממשלה Humre Honge לעתידנו המדינה שלנו אתה חייב ראש הממשלה שלנו שוב ושוב BJP,2.0
anchor doing canvas against modi not fit for journalism,עוגן עושה בד נגד modi לא מתאים לעיתונאות,0.0
slams makers biopic for deliberately using name the credit ,יוצרי טריקות ביוגרפיים על שימוש במכוון בשם האשראי,2.0
will these channels say modi also scared contests from two seats even propoganda needs little decency,האם הערוצים האלה יגידו שגם תחרויות מפחידות משני מושבים אפילו פרופוגנדה צריכה מעט הגינות,0.0
"
this new india this indias century because has the yuva shakti take great heights modi govt stands firmly with them
via namo app",הודו חדשה זו במאה הודו זו כי יש יובה שאקטי לקחת גבהים גדולים modi govt עומד איתן באמצעות אפליקציה Namo,1.0
100 sure sir will inform all family and friends give record numbers vote modi sir and bjp thanks,מאה בטוחים אדוני יודיעו לכל המשפחה והחברים לתת מספרי שיא להצביע MODI אדוני וBJP תודה,1.0
you will loose your existance election rafel corruption free and scam free all nation know the nature except narendra modi and bjp all party scammer aap nautanki baj,אתה תאבד את הבחירות הקיימות שלך לשחיתות ראפל חינם והונאה כל האומה יודעת את הטבע מלבד Narendra modi ו-BJP כל scammmer המפלגה אאפ Nautanki baj,1.0
‘concierge’ for super rich makes unusual sight nirav modis hearing via ,קונסיירז'ה לסופר עשיר גורם לשמיעה בלתי רגילה של נירב מודיס באמצעות,1.0
’ confused who said that intellectuals should decide modi’ policies the question was which intellectuals sided with modi and similarly there’ those who’ disagree with his policies too where’ the question deciding anything,"□ מבולבלים מי אמר שהאינטלקטואלים צריכים להחליט על מדיניות מודיה, השאלה היא מי האינטלקטואלית מצדדת במודי, ובדומה לכך, גם אלה שאינם מסכימים עם המדיניות שלו, היכן השאלה מחליטה משהו.",0.0
asked learn from how treat minority well does want what did minor ,שאל ללמוד מאיך לטפל במיעוט טוב עושה רוצה מה עשה קטין,0.0
for new india can vote for shri narendra modi ,עבור הודו החדשה יכול להצביע לשרי נרנדרה מודי.,1.0
"
modi govts years are over just cheating people promises has impacted lot things from the economy the country brotherhood the nation ","שנים של מודי-גווטס חלפו, רק רמאות, הבטחות של אנשים השפיעו על הרבה דברים מכלכלה, האחווה הכפרית, האומה.",2.0
"what your logic sir
could you please throw some light the logic behind your tweet that bjpnda will lose modi fights from bengaluru south",מה ההיגיון שלך אדוני אתה יכול בבקשה לזרוק קצת אור ההיגיון מאחורי הציוץ שלך כי bjpnda יאבד קרבות modi מבנגאלורו דרום,2.0
not modi then who from opposition opposition leaders intent clear but dont understand why they are failing their attempt why not vote for modi they are not telling people what they will when come into power,לא modi אז מי ממנהיגי האופוזיציה כוונה ברורה אבל לא מבין למה הם נכשלים הניסיון שלהם למה לא להצביע עבור modi הם לא אומרים לאנשים מה שהם יהיו כאשר הם באים לשלטון,1.0
modi great his opponents generally are selfish idiots who keep attacking his governance skill modi doing great for 3040 yrs you tell what will you give oppo know after years modi rule that can wonders this stupid world created dishonest,בדרך כלל היריבים שלו הם אידיוטים אנוכיים שכל הזמן תוקפים את כישורי הממשל שלו. הם עושים עבודה נהדרת בשביל 3040 שנה. אתה אומר מה תיתן לאופו לדעת אחרי שנים חוק מודי שיכול להתפלא שהעולם המטופש הזה יצר חוסר יושר.,0.0
can pit more pictures and videos hindu extremist crime just years but use coz ppl are taken over storm modi and rss terror,יכול להציב עוד תמונות וסרטונים פשע קיצוני הינדו רק שנים אבל להשתמש cos PPL נלקחים על modi סערה וטרור Rss,1.0
vote kar narendra modi appeals everyone during tweetstorm ,קול קאר נרנדרה מודי ערעורים כולם במהלך tweetstorm,2.0
modi mother elected more khans would killed ,אמא מודי בחרה עוד קנים שהיו הורגים.,1.0
last time you paid loan some entrepreneurs named vijay maalya and nirav modi whose number this time please check next list,"בפעם האחרונה שלמת הלוואה לכמה יזמים בשם וי.ג'יי. מאליה וניראב מודי שהמספר שלהם הפעם, אנא בדוק את הרשימה הבאה.",2.0
rahul doesnt make false promises like modi has always delivered whatever has been promised you may check his track record you can count him ,RahuI לא מבטיח הבטחות שווא כמו modi תמיד סיפק כל מה שהובטח לך יכול לבדוק את הרקורד שלו אתה יכול לספור אותו,0.0
kitna jalte tum modi your tweet shows your jealousy towards our great prime minister modi ,"קיטנה ג'לטה טאם מודי, הציוץ שלך מראה את הקנאה שלך כלפי ראש הממשלה הדגול שלנו, מודי.",1.0
centre state govts working together make india tbfree 2025 ,Govts מרכז המדינה עובד יחד לעשות הודו tbfree 2025,2.0
where ever rgis going through out the length breadth the country such the reception for him masses india just love him modi all other leaders bjp are just match,איפה שאי פעם רגיס עובר את רוחב האורך הארץ כך קבלת הפנים בשבילו מסה הודו פשוט אוהבת אותו modi כל המנהיגים האחרים BJP הם פשוט תואמים,1.0
mad sandip singh have some sense javed akhtar could have called narendra modi producer sandip ssingh credit row entertainment news the indian express ,"לסנדיפ סינג המטורף יש קצת שכל, לאכטר היה יכול לקרוא ""נרנדרה מודי, מפיק ""סנדי סינג'ה,"" חדשות בידור בשורת האשראי, ""האינדיאני אקספרס,""",0.0
thanks modi porn sites are banned,תודה אתרי פורנו modi אסורים,1.0
did modi eat beef biryani and sleep asaduddin owaisi ,האם modi לאכול בקר ביריאני וישן asaduddin owaisi,2.0
voted for modi last time but never again economy screwed hate ideology being propagated need not rahul but any one other than modi the next few weeks will tell there way bjp will get majority the propagandas only social media,הצביע עבור modi בפעם האחרונה אבל לא עוד הכלכלה דפוק שונא אידיאולוגיה להיות מופץ לא צריך Rahul אבל כל אחד אחר מאשר modi בשבועות הקרובים יגידו שם דרך BJP יקבל רוב התעמולה רק מדיה חברתית,0.0
congress fed biryani terrorists modi government fed them bullets and bombs yogi adityanath ,"הקונגרס האכיל מחבלים בביריאני, ממשלת מודי, האכילה אותם בכדורים ובפצצות יוגי אדיטיאנט.",2.0
open your eyes not see any critic modi cong exculding these mongers there vast indai like called bharat modis concern security praise worthy but his autocratic norm denying each and every allegation like kimjong its painful sorrowful too regards,"פקחו את עיניכם, אל תראו שום מבקר, מודי קונג מוציא את הסוחרים האלה משם, ללא רבב, כמו בשם בהארט מודיס, מהלל דאגה, ראוי, אבל הנורמה האוטוקרטית שלו, מכחישה כל טענה, כמו קימג'ונג, צערה הכואב, גם כן.",0.0
requesting all stop using services they are giving favor big people like vijay malya nivav modi and taking money from all like nonscene charges,מבקש להפסיק להשתמש בשירותים הם נותנים טובה לאנשים גדולים כמו וי.ג'יי. מאליה ניב מודי ולוקחים כסף מכל אשמה שאינה זירה,2.0
this face doesn’ haunt you condemn the abduction girls but they’ alive and wel also recorded message still our personally ordered action unlike modi who treats muslims just vote bank,"הפנים האלה לא רודפים אותך לגנות את החטיפות, אבל הן בחיים, והן גם מקליטות את המסר שלנו, פעולה אישית, בניגוד למודי שמתייחס למוסלמים, פשוט תצביעו בבנק.",1.0
sharam karodesh ghotale bech khaega tumhara just because modi youth have taken interest political issues youth are better judge the right and wrong ,Sharam Karodesh ghotale bech khaega Tumhara רק בגלל modi הנוער לקח עניין סוגיות פוליטיות נוער הם טובים יותר לשפוט את נכון ולא נכון,1.0
dont forget petrol prices have risen ₹ modi government when gulf prices were going down ाेशबचा ,אל תשכחו שמחירי הדלק עלו במודי הממשלה כשמחירי המפרץ ירדו.,0.0
thought petta was the most antibjp movie recent times  ,חשבתי שפטה הוא הסרט הכי אנטי-בי-ג'י-פי בזמן האחרון.,1.0
"election live blog met sapna choudhary yesterday want her campaigning for manoj tiwari
",בלוג חי בחירות פגש אתמול את SAPNA צ'ודרי רוצה מסע הבחירות שלה לManoj Tiwari,1.0
superbly summarizedjai hind vande mataramagain modi sarkar ,סיכמתי בצורה נפלאה את ההינדית ונדה מטארהם שוב מודי סרקר,1.0
"country prospers when the women the country are leading the forefront are supported every endeavour their lives modi govt focussed policies where women have been enabled with the power empower themselves and the nation
via namo app","המדינה משגשגת כשהנשים במדינה מובילות את החזית, נתמכות בכל מאמץ בחיים שלהן, מדיניות מרוכזת, שבה נשים הוכנעו עם הכוח להעצים את עצמן ואת האומה באמצעות אפליקציית נמו.",2.0
sabbash mera vote for peppermit abvp,Sabbash Mera להצביע עבור abvp פלפל,2.0
yogi adityanath hold 100 rallies seek votes for narendra modi amit shah ,"""יוגי אדיטינת' מחזיקים 100 עצרת, ""מחפשים קולות עבור נרנדרה מודי אמיט שאה,",2.0
from the very beginningmodi doing wada faramoshi you dont believe take example used say giving lakhs every indian and after years governance failed fulfill his promise ,מההתחלה מאוד modi עושה wada paramoshi אתה לא מאמין לקחת דוגמא בשימוש אומר מתן lakhs כל הודי ואחרי שנים שלטון נכשל לקיים את הבטחתו,0.0
modi politics hate modiji loves india modiji want make new india corruption free terror free india hate not nature modiji yes modiji hates only enemies our country terrorists destroying terrorists camp hatedont defame our humane kind pure honest,מדי פוליטיקה שונא modiji אוהב מודיג'י הודו רוצה להפוך שחיתות חדשה הודו חינם טרור הודו חינם שונא לא modiji טבע כן modiji שונא רק אויבים מחבלי המדינה שלנו להרוס מחבלים מחנה שנאה את המין האנושי שלנו כנה טהורה,1.0
why limited here are other prefixes for twitter that perhaps more accurately capture the state the citizens ,מדוע מוגבלות כאן הן קידומות אחרות לטוויטר שאולי יותר מדויקות ללכוד את המדינה האזרחים,1.0
yogi adityanath takes dig congress saharanpur candidate imran masood ‘saharanpur also has the soninlaw azhar masood people have decide they want person who speaks the language masood azhar modi’ protégé who treading the path development ,Yogi aditianath לוקח לחפור הקונגרס saharanpur מועמד Imran Masood Ésaaharnpur גם יש Soninlaw azhar Masod אנשים החליטו שהם רוצים אדם שמדבר בשפה masood azar Modietho אשר דורך על התפתחות הנתיב,2.0
every bank company head chowkidhar protect the institution fear modi chowkidar tsunami making all the opposition frenzy had the bank chowkidar performed duty well then mallaya nirav modi wouldnt have lootedsonia looted bcoz mms was weak chowkidar,כל צ'וקידהאר ראש חברת הבנק להגן על המוסד פחד מודי צ'וקידר צונאמי מה שהופך את כל טירוף האופוזיציה היה צ'אוקידאר הבנק ביצע חובה גם אז Malaya nirav modi didit נבזז bcozed mmms היה cowkidar חלש,0.0
people india are fed the incompetency modi govt their blatant misuse power rampant corruption misgovernance and overt lies have damaged the country,"אנשים בהודו מקבלים מזון מהאי-כשירות המודי-גווט, כוח השימוש הבוטה שלהם בשחיתות משתוללת, התנהגות פסולה ושקרים גלויים פגעו במדינה.",0.0
modi government against corruption mob worried protect their loot will send behind bars comes the dreams looters including kejriwal ,ממשלת מודי נגד אספסוף שחיתות מודאג להגן על השלל שלהם ישלח מאחורי סורג ובריח מגיע בוזבי החלומות כולל kejriwal,0.0
according nomination papers irani who destroyed career and life remember modi made her education minister via feeds ,על פי מסמכי המועמדות האיראני שהרסה את הקריירה והחיים זוכרים שמודי הפכה את שר החינוך שלה להזנות,2.0
modi left his year old wife and returned her rss walay sab gay hain ,מודי עזבה את אשתו בת השנה והחזירה לה גב' וואליי סאב גיי היין,1.0
shi kha yadav who can forget modi contest from seats 2014,Shi kha yadav מי יכול לשכוח תחרות modi ממושבים 2014,2.0
mere bhai mai bhi 2010 graduate hucongress kon rojgaar faila rakha thabhai chor hai only bjp only modi for strong nation,רק בהאי מאי ביי 2010 בוגר הוקונגרס קון רוג'גאר נכשל ראקה ת'אהבי צ'ו חאי רק BJP modi רק עבור אומה חזקה,0.0
modi came power because five yrs ago the youth india were takenin his promise create jobsyr fast forward five yrs the present modi has his name lost jobs 45yrhigh unemployment ,MODI בא כוח כי לפני חמש yrs הצעיר הודו נלקחו בהבטחתו ליצור jobesyr מהר קדימה חמש yrs הנוכחי modi יש לו את שמו איבד את מקומות עבודה 45hyerh אבטלה,1.0
not think like that the dream once again the modi government will come,לא חושב ככה החלום שוב ממשלת modi תבוא,2.0
whoa has any other actor made such strong supportive statement for modi ,וואו יש כל שחקן אחר עשה הצהרה תומכת כל כך חזקה למודי,1.0
dont judge modi and his band fake chowkidhars who are bloodthirsty and hate mongers they have talibanized the indian mindsets ,"אל תשפוט את מודי והלהקה המזויפת שלו, אוכלי אוכל צמאי דם ושונאים, הם הפכו את דפוסי החשיבה ההודיים לטליבאניים.",0.0
"brahminnon brahmin may baad karna chahiyeour focuss should getting modi elected again
other wise antihindu guys will keep persecuting hindus even india
anyway even know the caste varda bhai but now donnot focus caste",Brahminon brahmin may baad Karna Chahiyyour maters should get modi elected again other חכם anthiendu guy will keep handingus even india even know the caste vai but now don't recus caste,1.0
vote kar narendra modi appeals everyone during tweetstorm via ,קול קאר נרנדרה מודי ערעורים כולם במהלך tweetstorm באמצעות,2.0
vote kar appeals everyone during tweetstorm via namo app ,הצבעת קאר ערעורים כולם במהלך tweetstorm באמצעות אפליקציה Namo,2.0
agree with you was unrequired was kinda uncomfortable for her too she must thinking this was unexpected idk what say has shown enough solidarity now they should get back their normal lives  wish someone makes such offer narendra modi lol,מסכים איתך היה לא רצוי היה קצת לא נוח גם לה היא חייבת לחשוב זה היה אידיוט בלתי צפוי מה אומר הוכיח מספיק סולידריות עכשיו הם צריכים לקבל בחזרה את חייהם הרגילים הלוואי שמישהו עושה כזה הצעה Narendra מודי lol,1.0
"funny after dowing two planes endian air chief was replaced and after detection every endian sub near pakistani waters admiral replaced 
modi should look mirror and look for replacement becoming our agent like adnan sami destroying endia from within ","מצחיק אחרי שהחליפו שני מטוסים, מפקד האוויר האנדיאני, ואחרי שזיהינו כל צוללת אנדיאנית ליד פקיסטאני, אדמירל המים החליף את מודי, הוא צריך להסתכל במראה ולחפש מחליף שיהפוך לסוכן שלנו, כמו אדנאן סאמי, הורס את אנדיה מבפנים.",1.0
modi move forward are with you,modi להתקדם הם איתך,2.0
why this election looking like modi versus nothing swarajya ,למה הבחירות האלה נראות כמו מודי לעומת שום דבר סוואראג'יה,2.0
you are with modi you are with india you are against modi you are anti india yes agree idea who this gentleman but speaks with conviction and clarity ,אתה עם מודי אתה עם הודו אתה נגד modi אתה אנטי הודו כן מסכים רעיון מי האדון הזה אבל מדבר עם הרשעה ובהירות,2.0
ppl pakistan should never trust anyone who’ hand covered with blood muslims modi that person,PP Pakistan אסור לסמוך על אף אחד מי whough היד מכוסה בדם מוסלמים modi אותו אדם,2.0
